College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
Ghani Khan Choudhury Institute Of Engineering and ,West bengal,Agriculture,--,--,8.2,8.6,8.5,7.9,8.6,7.1,8.2
Nightingale Institute of Management Studies ,West bengal,Agriculture,--,--,8.6,8.3,9.3,8.3,8.7,8,8.7
Darjeeling Tea Research and Management Association ,West bengal,Agriculture,--,--,--,--,--,--,--,--,--
"Mahishadal Girl's College, Medinipur ",West bengal,Agriculture,--,--,9.3,9.5,9,9.5,--,--,--
"Elitte Hotel School (The Hospitality Institute), Kolkata ",West bengal,Agriculture,"25,000",--,--,--,--,--,--,--,--
National Institute of Hotel Management ,West bengal,Agriculture,"60,000",--,7.7,8,7.5,8,7.5,8,7
Netaji Subhas Open University ,West bengal,Agriculture,"8,000","6,000",5.8,5.9,4,6.9,6.1,5,6.6
Ramakrishna Mission Vivekananda University ,West bengal,Agriculture,--,--,9,9,8.6,9,9.6,8.5,9.3
"University of Kalyani, Kalyani ",West bengal,Agriculture,"14,810",--,7.4,7.6,7.3,8.1,7.1,6.1,7.9
"University of North Bengal, Darjeeling ",West bengal,Agriculture,"9,315","44,040",7.9,8.7,7.8,8.1,8.1,6.9,7.9
"Vidyasagar University, Midnapore ",West bengal,Agriculture,"43,185",--,7,7.9,6.8,6.9,8,5.5,7
Visva Bharati University ,West bengal,Agriculture,"10,190","12,130",7.6,8.4,7,8.4,7.7,5.8,8.4
West Bengal State University ,West bengal,Agriculture,"19,000",--,7.9,8,7.5,8.6,7.9,7.6,8
Falakata Polytechnic ,West bengal,Agriculture,885,--,--,--,--,--,--,--,--
Krishnath College ,West bengal,Agriculture,"4,100",--,6.7,7.2,6.6,7.5,6.6,5.1,7.3
"Raiganj University, Raiganj ",West bengal,Agriculture,"36,200",--,7.8,8.3,7.4,8.2,8,6.9,7.8
Swami Vivekananda University ,West bengal,Agriculture,"1,16,000",--,--,--,--,--,--,--,--
Diamond Harbour Government Polytechnic ,West bengal,Agriculture,885,--,--,--,--,--,--,--,--
"A.P.C. Ray Polytechnic- [APCRP], Kolkata ",West bengal,Agriculture,835,--,9.2,9.4,8,9.7,9.6,9.2,9
"Malda Polytechnic, Malda ",West bengal,Agriculture,885,--,--,--,--,--,--,--,--
"Jiaganj College of Engineering & Technology, Murshidabad ",West bengal,Agriculture,"33,000",--,--,--,--,--,--,--,--
"Central Rice Research Institute, Cuttack ",Orissa,Agriculture,--,--,8.3,--,--,8.6,--,8.3,8
College of Agricultural Engineering and Technology ,Orissa,Agriculture,"35,195",--,8,9.8,8.5,8.2,7.5,6,8
"Salipur Autonomous College, Cuttack ",Orissa,Agriculture,"7,000",--,6.8,7.4,6.6,7.4,6.4,6,6.8
"Utkal University, Bhubaneswar ",Orissa,Agriculture,"9,500","30,000",7.5,7.9,7.1,7.8,7.4,6.6,7.9
"Quantum University, Roorkee ",Uttarakhand,Agriculture,"69,000","73,500",8.3,8.4,7.8,8.6,8.3,8.4,8.4
JB Institute of Technology ,Uttarakhand,Agriculture,"56,000",--,7.5,8,6.7,7.7,7.3,7.8,7.4
Himalayan Institute of Technology ,Uttarakhand,Agriculture,"85,000","70,000",8.6,9.2,8.6,8.7,8.8,8.6,7.8
Christian Medical College ,Tamil nadu,Medical,"38,405","23,280",9,9.3,8.4,9.3,9.3,9.2,8.7
Sri Ramachandra Institute of Higher Education and ,Tamil nadu,Medical,"1,25,000","1,25,000",8.5,8.5,7.8,8.7,9.1,7.9,8.7
"Saveetha Medical College, Chennai ",Tamil nadu,Medical,"1,00,000","1,45,000",8.8,9,8.4,8.8,9,8.6,8.7
Madras Medical College ,Tamil nadu,Medical,"2,78,000","6,00,000",7,7.2,6,7.7,7.2,6.8,7
PSG Institute of Medical Sciences and Research ,Tamil nadu,Medical,"4,00,000",--,8.2,8.9,7.9,8.7,8.4,7.9,7.1
"Sri Ramachandra Medical College, Chennai ",Tamil nadu,Medical,"1,00,000","1,25,000",8.5,8.5,8.5,8.6,8.8,8.2,8.2
"Saveetha Dental College & Hospital, Chennai ",Tamil nadu,Medical,"7,00,000","6,00,000",7.9,7.7,7,8.8,7.3,8.5,8
Anna University ,Tamil nadu,Medical,--,--,7.7,8,7.2,7.6,8.1,7.7,7.8
Sree Balaji Medical College and Hospital ,Tamil nadu,Medical,"1,25,000","1,25,000",8.6,8.9,8.3,9.1,8.1,8.9,8.5
Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya ,Tamil nadu,Medical,"3,77,500",--,7.2,7.7,6.4,7.6,7.6,6.6,7.3
Vinayaka Missions University ,Tamil nadu,Medical,"75,700","35,400",8,8.2,7.2,8.7,7.6,7.8,8.4
Mahatma Gandhi Institute of Medical Sciences ,Maharashtra,Medical,"75,200","92,900",8.1,8.7,7.9,7.9,7.7,8.6,7.5
"Lokmanya Tilak Municipal Medical College-[LTMMC], Mumbai ",Maharashtra,Medical,"44,335","44,335",7.2,8.2,5,7.7,6.3,8.3,7.7
Byramjee Jeejeebhoy Government Medical College ,Maharashtra,Medical,"47,500","1,04,400",8.2,8.2,7.4,8.5,7.8,8.4,8.8
K.J. Somaiya Medical College & Research Centre ,Maharashtra,Medical,"10,25,000","8,00,000",7.6,8.3,6.5,8.6,6,8.8,7.6
Dr DY Patil Medical College Hospital and ,Maharashtra,Medical,"19,00,000","25,00,000",7.6,7.9,6.6,7.6,7.9,7.5,8
"Government Medical College and Hospital, Aurangabad ",Maharashtra,Medical,"1,07,710",--,8.1,8.8,7.4,8.4,7.6,8.6,7.7
"Government Medical College, Latur ",Maharashtra,Medical,"98,830","71,230",7.9,7.5,7.5,8.2,7.5,8.7,7.8
"MGM Medical College, Navi Mumbai ",Maharashtra,Medical,"95,000","25,00,000",7.2,7.8,6,7.7,7,7.5,7
"D Y Patil Medical College, Kolhapur ",Maharashtra,Medical,"22,00,000","32,20,000",6.7,7,5.6,7.4,6.4,6.6,7
Maharashtra Institute of Medical Education and Research ,Maharashtra,Medical,"9,56,025","8,00,000",8.1,8.8,8.3,8,8.5,7.6,7.5
Smt Kashibai Navale Medical College and General ,Maharashtra,Medical,"13,40,000","10,55,000",7.2,7.4,6.4,8,7.6,7,7
Dr. Vithalrao Vikhe Patil Foundation's Medical College ,Maharashtra,Medical,"8,15,000","8,00,000",8.3,8.5,7.4,8.6,9.4,8.3,7.4
Krishna Institute of Medical Sciences University ,Maharashtra,Medical,"1,05,000","21,00,000",8.1,8.4,7,7.8,9.1,8.2,8.3
Indira Gandhi Government Medical College & Hospital ,Maharashtra,Medical,"84,150","84,150",8,8.9,8.1,8,7.5,8.3,7.4
"Era's Lucknow Medical College and Hospital, Lucknow ",Uttar pradesh,Medical,"16,60,000","1,45,000",7,7.7,6.2,7.5,7.7,7,5.8
Shri Ram Murti Smarak Institute of Medical ,Uttar pradesh,Medical,"13,52,000","1,26,000",5.7,6,3,7,6,6,6
Jawahar Lal Nehru Medical College ,Uttar pradesh,Medical,"32,445","32,445",8.4,9.1,8,8.8,8.5,9,7
Baba Raghav Das Medical College ,Uttar pradesh,Medical,"42,000","42,000",8.4,8.6,7.7,8.3,8.5,8.7,8.3
"Teerthanker Mahaveer University, College of Architecture ",Uttar pradesh,Medical,--,--,--,--,--,--,--,--,--
Institute of Applied Medicines and Research ,Uttar pradesh,Medical,"70,000","85,000",9.6,--,--,--,--,--,--
Annie Besant College of Engineering And Management ,Uttar pradesh,Medical,--,--,7,8,6,7,9,7,5
Institute of Liver and Biliary Sciences ,Delhi ncr,Medical,"70,000","80,000",8.8,9.4,9,8.8,9.1,8.2,8.5
Maulana Azad Medical College ,Delhi ncr,Medical,"15,450",--,8.8,9.4,8,9.1,8.6,9.1,8.8
Vardhman Mahavir Medical College ,Delhi ncr,Medical,"41,000","33,500",8.9,8.6,8.8,9.4,8.6,9.7,8
University College of Medical Sciences ,Delhi ncr,Medical,"6,445","7,045",8.7,8.8,8.2,9,8.5,9.2,8.5
Lady Hardinge Medical College ,Delhi ncr,Medical,"1,400","18,600",8.4,8.7,7.8,8.8,8.2,8.6,8
Army College of Medical Science ,Delhi ncr,Medical,"4,57,000",--,8.5,8.5,7.9,8.8,8.6,8.7,8.4
Hamdard Institute of Medical Sciences and Research ,Delhi ncr,Medical,"1,34,500","2,04,500",8.6,8.6,8.1,8.8,8.7,8.6,8.8
Delhi Pharmaceutical Sciences and Research University ,Delhi ncr,Medical,"44,050","57,050",9,9.6,8.8,8.8,9.4,8.6,8.8
"Nehru Homeopathic Medical College & Hospital, New ",Delhi ncr,Medical,"3,120",--,7.1,8.5,5.8,8.5,7.6,5.1,7.3
Maharajah's Institute of Medical Sciences ,Andhra pradesh,Medical,"15,000","26,68,050",8,8.6,7.2,8.7,8.3,7.4,8
Konaseema Institute of Medical Sciences & Research ,Andhra pradesh,Medical,--,--,7.9,8,7.2,8,8.2,7.8,8.4
Dr. Pinnamaneni Siddhartha Institute of Medical Sciences ,Andhra pradesh,Medical,"1,40,000","17,90,500",6.3,7,6,6,7,6,6
"Guntur Medical College, Guntur ",Andhra pradesh,Medical,--,--,8,8.3,7.4,8.3,7.3,8.5,8
Alluri Sitarama Raju Academy of Medical Sciences ,Andhra pradesh,Medical,"7,60,725","26,68,050",9.1,9.3,8.7,9.3,9.3,9,9
"Great Eastern Medical School and Hospital, Srikakulam ",Andhra pradesh,Medical,"71,576","4,71,363",7,8.3,6.7,6,8.7,5.7,6.3
"GITAM, Visakhapatnam ",Andhra pradesh,Medical,"2,00,000","20,75,700",8.3,8.3,8,8.1,8.8,8.1,8.5
"Govt Degree College Women, Srikakulam ",Andhra pradesh,Medical,--,--,8.5,9,8,--,--,--,--
GITAM Institute of Pharmacy ,Andhra pradesh,Medical,--,--,6.2,7,4,7,7,4,8
"GSL Medical College and General Hospital, Rajahmundhry ",Andhra pradesh,Medical,"24,20,000","24,20,000",7.9,8.1,6.8,8,8.2,8.2,8.3
"Fathima Institute of Medical Sciences, Kadapa ",Andhra pradesh,Medical,--,--,8.2,8,8,7.5,8.3,9,8.5
"Katuri Medical College and Hospital, Guntur ",Andhra pradesh,Medical,"1,50,000","7,60,625",8.4,8.6,7.9,8.5,8.7,8.3,8.6
Kurnool Medical College ,Andhra pradesh,Medical,"23,155",--,7.9,8.1,8.4,7.9,7.2,8.4,7.6
NRI Medical College ,Andhra pradesh,Medical,"3,19,725","3,19,725",8.4,8.7,7.3,8.8,8.4,8.8,8.3
"Narayana Medical College and Hospital, Nellore ",Andhra pradesh,Medical,"7,50,000","1,70,000",8.2,8.6,7.9,7.8,9.3,7.4,7.9
"Siddhartha Medical College, Vijayawada ",Andhra pradesh,Medical,"25,100","11,000",7.4,7.7,6.8,7.7,7,7.8,7.2
"Swatantra Institute of Physiotherapy and Rehabilitation, Rajahmundhry ",Andhra pradesh,Medical,--,--,9.3,--,--,--,--,--,--
Thammineni Institute of Medical Science ,Andhra pradesh,Medical,"24,000",--,--,--,--,--,--,--,--
Narayana Nursing Institution ,Andhra pradesh,Medical,--,--,--,--,--,--,--,--,--
Bhagavantham Gupta Bangaru Seshavatharam Women's College ,Andhra pradesh,Medical,--,--,--,--,--,--,--,--,--
"St John's Medical College, Bangalore ",Karnataka,Medical,"9,10,450","5,00,000",8.6,8.2,8.8,8.3,9.2,8.5,8.6
JSS Medical College and Hospital ,Karnataka,Medical,"94,300","14,75,000",7.9,8.4,7.1,8.3,8.4,8,7
"Jawaharlal Nehru Medical College, Belagavi ",Karnataka,Medical,"14,30,000","33,10,000",8,8.6,7.3,8.3,8.5,7.6,7.9
Yenepoya Dental College ,Karnataka,Medical,"6,00,000","2,90,000",7.4,8,6.2,7.8,7.8,7.2,7.6
Dayananda Sagar University ,Karnataka,Medical,"39,600","1,57,750",7.3,7.7,6.3,8,7.7,7.6,6.7
Jain University ,Karnataka,Medical,--,--,7.8,7.9,7.2,7.9,7.6,7.9,8
"KLE University, Belgaum ",Karnataka,Medical,"71,000","71,000",7.2,7.4,7,7.6,7.9,6.1,7.4
"Yenepoya University, Mangalore ",Karnataka,Medical,"60,000","75,000",7.8,8.3,6.9,8.2,8.6,7.6,6.9
Nitte University ,Karnataka,Medical,"1,27,500","1,06,000",7.6,7.1,7.1,7.8,7.8,7.8,7.8
Adichunchanagiri University ,Karnataka,Medical,"1,12,850","5,21,000",7.5,7.3,6.7,8.2,7.7,7.6,7.7
"BLDE University, Bijapur ",Karnataka,Medical,"62,000","1,01,000",8.1,8.3,7.8,8.4,8.1,7.7,8.1
"Krupanidhi Group of Institutions, Bangalore ",Karnataka,Medical,"1,30,000","4,02,000",8.7,8.8,8.2,8.8,8.9,8.8,8.9
Dayananda Sagar Institutions ,Karnataka,Medical,--,--,7.8,7.8,7.3,7.6,8.8,7.3,7.7
"Oxford Medical College Hospital and Research Centre, ",Karnataka,Medical,--,--,7.6,8.3,5.3,8.7,7,7.3,8.7
Osmania Medical College ,Telangana,Medical,"26,600","28,100",8.4,8.6,7.6,8.6,7.8,9.1,8.5
"SVS Medical College, Mahabub Nagar ",Telangana,Medical,"3,19,725","3,19,725",8.1,8.2,8,8.7,7.6,8.1,7.8
"Dr VRK Women's Medical College, Hyderabad ",Telangana,Medical,"60,000",--,7.7,8,7,8,8,7,8
Bhaskar Medical College ,Telangana,Medical,"11,55,000",--,7.9,8.1,7.1,8.3,7.9,7.8,7.9
Kohinoor Technical Institute ,Telangana,Medical,--,--,6.7,7,--,--,6,7,--
Indian Institute of Public Health ,Telangana,Medical,"2,25,000","2,00,000",6.7,5.8,5.6,7.4,6.7,7.7,7
Dr CC Mattei Electro Homoeopathic Alternative Medical ,Telangana,Medical,--,--,--,--,--,--,--,--,--
"Sri Sai College of Dental Surgery, Hyderabad ",Telangana,Medical,--,--,8,8.3,7.8,8,8,7.8,8
"Apollo Physiotherapy College, Hyderabad ",Telangana,Medical,--,--,8.6,--,--,--,--,--,--
Chalmeda Anand Rao Institute of Medical Sciences ,Telangana,Medical,"50,00,000","72,00,000",6.8,7.8,6.5,7,7,6.6,5.8
"Deccan College of Medical Sciences, Hyderabad ",Telangana,Medical,--,--,7.7,7.5,7,8.1,7.8,7.9,7.7
"Kamineni Institute of Medical Sciences, Nalgonda ",Telangana,Medical,"1,33,200","3,45,000",7.7,8.5,7.3,8.2,8,6.8,7.1
LV Prasad Eye Institute ,Telangana,Medical,--,--,8.3,8.2,7.8,8.7,8.4,8.8,7.9
"Mamata Medical College, Khammam ",Telangana,Medical,"95,000",--,7.8,7.8,7.1,8.2,8.1,7.8,7.8
Mediciti Institute of Medical Sciences ,Telangana,Medical,--,--,7.1,7.8,6,7.3,7,7.5,7.2
"Mamata Nursing College, Khammam ",Telangana,Medical,"95,000",--,6.3,7.5,6.5,7,6,5,5.5
Nizam's Institute of Medical Sciences ,Telangana,Medical,"19,000","1,66,000",8.5,9.2,8.2,8.6,8.4,8.1,8.3
Kakatiya Medical College ,Telangana,Medical,"10,250",--,7.7,7.6,7,7.9,7.1,7.9,8.7
Shadan Institute of Medical Sciences ,Telangana,Medical,"60,000",--,7.9,8.1,7.4,8.4,7.8,7.6,7.8
Apollo Institute of Medical Science & Research ,Telangana,Medical,"60,000",--,6.7,7.2,6.3,8.4,8,5.5,5
"ESIC Medical College, Hyderabad ",Telangana,Medical,"4,50,000",--,8.2,8.7,8.2,8.3,8.4,8.3,7.5
"Malla Reddy Institute of Medical Sciences-[MRIMS], Hyderabad ",Telangana,Medical,--,--,8.7,9,8.1,9.1,8.7,8.6,8.7
Sri Raja Rajeshwara Government Arts & Science ,Telangana,Medical,--,--,--,--,--,--,--,--,--
"Kaloji Narayana Rao University of Health Sciences, ",Telangana,Medical,"24,20,000","2,25,000",8.3,8.8,8,8.4,8.7,8,8.1
"Government Medical College, Mahabub Nagar ",Telangana,Medical,"36,560",--,--,--,--,--,--,--,--
Sri Aurobindo Institute of Medical Sciences ,Madhya pradesh,Medical,"8,67,000","16,50,000",7.8,8.7,6.9,8.2,8.7,8.1,6.2
"Malwanchal University, Indore ",Madhya pradesh,Medical,"60,650","12,50,700",7.4,7.7,7.3,7.3,7.3,7.7,7
Vikrant Group of Institutions ,Madhya pradesh,Medical,"30,000",--,9,9.4,8.5,9.1,9.6,8.7,8.9
"VISM Group of Studies, Gwalior ",Madhya pradesh,Medical,"1,50,000",--,--,--,--,--,--,--,--
"LNCT Group of Colleges -[LNCT], Bhopal ",Madhya pradesh,Medical,--,--,7.7,7.8,7,7.8,7.8,8,7.6
Shri Ramnath Singh Group of Colleges ,Madhya pradesh,Medical,--,--,5.4,7,4.5,7.5,6.5,3,4
"NRI Vidyadayini Institute of Science, Management, and ",Madhya pradesh,Medical,"65,000","65,000",7.2,7.8,6.5,7.3,7.8,6.5,7.3
Mansarovar Global University ,Madhya pradesh,Medical,"56,000","56,000",7.6,7.8,6.3,7.3,8.5,8,7.7
"Hawabagh Women's College, Jabalpur ",Madhya pradesh,Medical,--,--,--,--,--,--,--,--,--
"Amrita School of Medicine, Kochi ",Kerala,Medical,"18,68,000","28,98,400",8.3,8.8,7.3,8.5,9,8.5,7.5
"Amrita Vishwa Vidyapeetham Amritapuri Campus, Kollam ",Kerala,Medical,"2,87,850","3,00,000",7.4,8,5.3,7.8,8.3,7.8,7.2
"Catholicate College, Pathanamthitta ",Kerala,Medical,--,--,7.9,8.2,7.7,8.3,8.3,6.3,8.7
"National Institute of Speech and Hearing, Thiruvananthapuram ",Kerala,Medical,"15,000",--,--,--,--,--,--,--,--
"Sree Narayana College for Women, Kollam ",Kerala,Medical,--,--,8.5,8.5,7,--,--,--,--
The Zamorins Guruvayurappan College ,Kerala,Medical,"12,050",--,7.7,8,7,8.3,9,5.4,8.4
VNS College of Arts and Science ,Kerala,Medical,"33,000",--,8.2,9,6,8,8,--,--
"ANSS Homeo Medical College, Kottayam ",Kerala,Medical,"2,087",--,--,--,--,--,--,--,--
Dr. Padiyar Memorial Homoeopathic Medical College Chottanikkara ,Kerala,Medical,"2,087",--,9.3,--,--,--,--,--,--
"Government Homoeopathic Medical College, Calicut ",Kerala,Medical,"4,850","15,250",8.5,7.8,7.8,9.3,9.5,8.3,8
Ahalia Ayurveda Medical College ,Kerala,Medical,"2,78,465",--,8.3,9,8,8.5,8.5,8,7.5
"Amala Ayurvedic Hospital and Research Centre, Thrissur ",Kerala,Medical,"3,500",--,--,--,--,--,--,--,--
"Anugraha School of Ayurveda Nursing, Pathanamthitta ",Kerala,Medical,--,--,--,--,--,--,--,--,--
"KMCT Ayurveda Medical College Manassery, Kozhikode ",Kerala,Medical,"1,99,415",--,--,--,--,--,--,--,--
"Nangelil Ayurveda Medical College, Ernakulam ",Kerala,Medical,"75,000",--,7.8,7,8,8,9,8,7
"PN Panicker Souhruda Ayurveda Medical College, Kasaragod ",Kerala,Medical,"2,82,821",--,7.4,7,6,8.5,--,--,--
Poomulli Neelakandan Namboodiripad Memorial Ayurveda Medical College ,Kerala,Medical,"1,99,415","20,700",8.8,9,8,9,8,--,--
Pankajakasthuri Ayurveda Medical College ,Kerala,Medical,"1,99,415","20,700",7.9,9,8,8.7,8,6,7.7
"Santhigiri Ayurveda & Siddha Vaidyasala, Palakkad ",Kerala,Medical,"1,99,415",--,--,--,--,--,--,--,--
Santhigiri Ayurveda Medical College ,Kerala,Medical,"1,99,415",--,7.8,8.5,7.3,7.8,8.3,7.3,7.3
"Al Shifa College of Paramedical Sciences, Perinthalmanna ",Kerala,Medical,"1,44,500",--,8.1,9,9,8.5,7.5,7,7.5
"Ananthapuri Hospitals and Research Institute, Thiruvananthapuram ",Kerala,Medical,"2,50,000",--,--,--,--,--,--,--,--
Azeezia Medical College ,Kerala,Medical,"7,02,979",--,7.9,8.3,7,8.8,8,8,7.5
Geetanjali University ,Rajasthan,Medical,"30,000","7,10,200",7.3,7.2,6.9,7.3,8.1,7,7.1
Poornima University ,Rajasthan,Medical,"1,72,000","1,72,000",7.9,8.2,7.4,8,7.9,7.9,7.7
"Lord Shiva College of Pharmacy, Sirsa ",Haryana,Medical,"45,000",--,7.9,8.3,8,8,8.3,8,7
"Sri Guru Gobind Singh College of Pharmacy, ",Haryana,Medical,"2,575",--,8.8,9.3,8.3,9.7,8.3,7.7,9.3
Al-Falah university ,Haryana,Medical,"50,000","50,000",5.6,5.9,6,6.4,6.2,4,5.1
"Karnavati School of Dentistry, Karnavati University ",Gujarat,Medical,"1,39,000",--,9.1,9.7,8,8.7,--,--,--
"Government Medical College, Surat ",Gujarat,Medical,"9,57,000","18,08,333",7.8,8.1,7.2,7.7,7.1,8.4,8.1
Pandit Deendayal Upadhyay Medical College ,Gujarat,Medical,"25,000","90,000",8.3,9,8,8.4,8,8.7,7.6
C. U. Shah Medical College ,Gujarat,Medical,"9,00,000","9,00,000",6.7,7.1,6.1,8,6.6,5.6,6.6
"GCS Medical College, Hospital & Research Centre, ",Gujarat,Medical,"6,48,000","10,50,000",8.1,8.5,7.3,8.5,8.5,7.8,7.9
Charotar University of Science and Technology ,Gujarat,Medical,"1,65,000","2,00,000",8.5,8.5,8,8.4,9.3,8.1,8.6
Dayanand Medical College and Hospital ,Punjab,Medical,"16,11,800","16,11,800",8.3,8.4,8.2,8.5,8.4,8,8.2
Sri Guru Ram Das Institute of Dental ,Punjab,Medical,--,--,5.7,7,5,7,9,1,5
Sri Guru Ram Das University of Health ,Punjab,Medical,"25,000","40,000",8.8,8.7,8.7,9,9,8.4,8.8
"Rayat Bahra Patiala Campus, Patiala ",Punjab,Medical,"78,000","70,000",6,6.3,7.8,6,6,4,6
"KMS College of IT and Management, Dasuya ",Punjab,Medical,"45,700",--,8.2,8,8,8,9,8,8
"SBET Institute of Management and Technology, Mohali ",Punjab,Medical,"30,000","32,000",--,--,--,--,--,--,--
"Kolkata Medical College, Kolkata ",West bengal,Medical,"15,520","24,000",8.1,8.7,7.3,8,7.6,9,7.7
R. G. Kar Medical College and Hospital ,West bengal,Medical,"12,000","15,250",8.6,8.8,7.4,9,8.5,9.4,8.7
The West Bengal National University of Juridical ,West bengal,Medical,--,--,8.5,8.6,8.2,8.7,6.8,9.2,9.4
Nilratan Sircar Medical College & Hospital ,West bengal,Medical,"47,100",--,8.1,8.1,7.3,7.8,7.9,9.1,8.1
Syamaprasad Institute of Technology and Management ,West bengal,Medical,--,--,--,--,--,--,--,--,--
"Acharya Brojendra Nath Seal College, Cooch Behar ",West bengal,Medical,"2,745",--,7.5,8.8,6.9,8.2,7.7,5,8.1
"Ananda Chandra College, Jalpaiguri ",West bengal,Medical,"3,800",--,8,8.9,7.3,8,8,7.6,8.4
Ananda Mohan College ,West bengal,Medical,"6,660",--,6.5,7,6.2,8.1,5.8,4.2,7.8
"Bajkul Milani Mahavidyalaya, Medinipur ",West bengal,Medical,"6,870",--,7.5,7.1,7,8.3,7.3,6.9,8.1
Bankura Christian College ,West bengal,Medical,"4,145",--,7.8,8.5,7.4,8.4,8.3,6.3,8
"Basirhat College, North 24 Parganas ",West bengal,Medical,"2,320",--,6.9,7,6.5,7.7,7.5,5.2,7.6
"Berhampore Girls College, Murshidabad ",West bengal,Medical,"6,090",--,7.9,8.3,7.4,8.3,7.6,7.7,8.2
"Bhairab Ganguly College, Kolkata ",West bengal,Medical,"8,660",--,7.4,7.8,6.4,8.7,8.5,5.6,7.6
"Deshbandhu College for Girls, Kolkata ",West bengal,Medical,--,--,8.2,8.6,8.3,8.4,7.9,7.9,8
"Dr. Kanailal Bhattacharyya College, Howrah ",West bengal,Medical,"12,922",--,7,6.5,6.8,8.1,6.2,6.8,7.6
"Garhbeta College, Medinipur ",West bengal,Medical,--,--,7,7.7,6.7,7.8,7.5,4.9,7.5
"Hiralal Mazumdar Memorial College for Women, Kolkata ",West bengal,Medical,"7,495",--,--,--,--,--,--,--,--
Veer Surendra Sai Institute of Medical Sciences ,Orissa,Medical,"32,180","40,000",8.3,8.6,8,8.3,7.9,8.8,8.3
Maharaja Krishna Chandra Gajapati Medical College and ,Orissa,Medical,"30,000","40,000",7.9,8.1,7.3,7.7,7.9,8.3,7.9
Bhava Institute of Medical Science and Research ,Orissa,Medical,--,--,--,--,--,--,--,--,--
"Hi-tech Group of Institutions, Bhubaneswar ",Orissa,Medical,"5,58,500","5,00,000",8.1,9.5,7.5,8.3,8.5,6.7,8
"Dr. Abhin Chandra Homoeopathic Medical College, Bhubaneswar ",Orissa,Medical,--,--,7.7,8,8.1,7.1,8,7.1,7.6
Kalinga Institute of Medical Sciences ,Orissa,Medical,"16,75,000","18,75,000",8.2,8.4,7.4,8.9,8,8.4,8.3
Swami Vivekanand National Institute of Rehabilitation Training ,Orissa,Medical,"26,370","26,370",8.3,8.6,7.2,8.6,8.6,8.5,8.1
Sri Ram Chandra Bhanja Medical College and ,Orissa,Medical,"40,200","42,200",8.4,8.6,8.1,8.3,8.1,8.8,8.3
Lord Jagannath Mission's College and School of ,Orissa,Medical,--,--,--,--,--,--,--,--,--
National Institute of Medical and Management Studies ,Orissa,Medical,--,--,--,--,--,--,--,--,--
Ravenshaw University ,Orissa,Medical,"50,000",--,7.8,8.1,7,8,8.5,6.9,8
Institute of Medical Sciences and SUM Hospital ,Orissa,Medical,"17,90,000","4,00,000",8.2,9,6,9.4,8.2,9.1,7.5
Asian Institute of Public health ,Orissa,Medical,"1,10,000","1,60,000",6.9,7.5,6.5,7,7,6.5,7
"Berhampur University, HariHar Mardaraj Distance Education Centre ",Orissa,Medical,--,--,8.8,--,--,--,--,--,--
Hi-Tech Medical College and Hospital ,Orissa,Medical,"11,00,000","7,15,000",7.9,8.5,6.9,8.6,7.3,7.9,8.4
"Gopabandhu Ayurveda Mahavidyalaya, Puri ",Orissa,Medical,"19,650","19,650",--,--,--,--,--,--,--
"SLN Medical College and Hospital, Koraput ",Orissa,Medical,"30,000",--,7.2,7.7,6.7,7,7.3,7.7,6.7
Odisha State Open University ,Orissa,Medical,"2,500",--,7.5,8.1,7.2,8.1,8,6.7,7.1
"Pandit Raghunath Murmu Medical College, Mayurbhanj ",Orissa,Medical,"20,000",--,6.7,6.7,6.7,7,6,7,7
"Government Medical college and Hospital, Balasore ",Orissa,Medical,"30,000",--,8.6,8.6,8,8.3,9,9.3,8.3
Shri Guru Ram Rai Institute of Medical ,Uttarakhand,Medical,"18,81,000","10,28,825",7.9,8,7.5,8.3,7.3,7.9,8.1
